"region"|"word"|"score"
"Asia_Indonesia"|"stone"|"5.0"
"CentralAmerica_Mexico"|"thyme"|"4.98"
"Africa"|"baker"|"4.96"
"Asia_Indonesia"|"undercurrent"|"4.95"
"Asia_Indonesia"|"run"|"4.95"
"CentralAmerica_Mexico"|"whisky"|"4.94"
"Africa"|"prevail"|"4.93"
"CentralAmerica_Mexico"|"surprising"|"4.93"
"Asia_Indonesia"|"striking"|"4.89"
"CentralAmerica_Mexico"|"candied"|"4.88"
"South_America"|"melon"|"4.85"
"Africa"|"honeyish"|"4.84"
"South_America"|"combining"|"4.83"
"South_America"|"sensation"|"4.81"
"Africa"|"giddily"|"4.81"
"Africa"|"lime"|"4.8"
"South_America"|"agreeable"|"4.77"
"South_America"|"size"|"4.77"
"South_America"|"cantaloupe"|"4.77"
"South_America"|"poised"|"4.77"
"South_America"|"lead"|"4.77"
"South_America"|"distract"|"4.77"
"Asia_Indonesia"|"shifting"|"4.75"
"CentralAmerica_Mexico"|"fullish"|"4.73"
"CentralAmerica_Mexico"|"rye"|"4.73"
"South_America"|"leather"|"4.72"
"Asia_Indonesia"|"cinnamon"|"4.71"
"Asia_Indonesia"|"combine"|"4.69"
"Asia_Indonesia"|"nuttiness"|"4.67"
"Asia_Indonesia"|"edged"|"4.67"
"CentralAmerica_Mexico"|"brown"|"4.66"
"CentralAmerica_Mexico"|"enveloping"|"4.66"
"CentralAmerica_Mexico"|"grapy"|"4.66"
"CentralAmerica_Mexico"|"clarity"|"4.66"
"CentralAmerica_Mexico"|"anchored"|"4.66"
"Africa"|"admired"|"4.65"
"Africa"|"raspberry"|"4.65"
"Africa"|"agreed"|"4.63"
"Africa"|"enveloped"|"4.63"
"Africa"|"blackcurrant"|"4.63"
"Africa"|"grand"|"4.63"
"Africa"|"mulberry"|"4.63"
"CentralAmerica_Mexico"|"dominated"|"4.63"
"CentralAmerica_Mexico"|"green"|"4.62"
"CentralAmerica_Mexico"|"dampening"|"4.62"
"CentralAmerica_Mexico"|"make"|"4.62"
"Africa"|"ring"|"4.61"
"South_America"|"prune"|"4.6"
"CentralAmerica_Mexico"|"pineapple"|"4.56"
"CentralAmerica_Mexico"|"express"|"4.55"
"Africa"|"musk"|"4.52"
"Africa"|"blood"|"4.52"
"Asia_Indonesia"|"integrated"|"4.51"
"Asia_Indonesia"|"subtly"|"4.51"
"South_America"|"tendency"|"4.48"
"South_America"|"surface"|"4.48"
"Africa"|"concentrated"|"4.48"
"Africa"|"resonate"|"4.48"
"Africa"|"cranberry"|"4.48"
"Africa"|"ethiopia"|"4.47"
"Africa"|"felt"|"4.47"
"CentralAmerica_Mexico"|"complete"|"4.46"
"CentralAmerica_Mexico"|"fudgy"|"4.45"
"CentralAmerica_Mexico"|"bourbon"|"4.45"
"CentralAmerica_Mexico"|"fading"|"4.44"
"South_America"|"balancing"|"4.42"
"Asia_Indonesia"|"style"|"4.42"
"Asia_Indonesia"|"ranging"|"4.42"
"CentralAmerica_Mexico"|"lyric"|"4.38"
"CentralAmerica_Mexico"|"understated"|"4.38"
"CentralAmerica_Mexico"|"lightish"|"4.38"
"CentralAmerica_Mexico"|"extravagant"|"4.35"
"Africa"|"concord"|"4.33"
"Africa"|"intensity"|"4.33"
"Africa"|"kumquat"|"4.33"
"Africa"|"marmalade"|"4.33"
"South_America"|"original"|"4.3"
"Africa"|"opulent"|"4.28"
"CentralAmerica_Mexico"|"bitter"|"4.27"
"South_America"|"refined"|"4.24"
"CentralAmerica_Mexico"|"structured"|"4.24"
"Africa"|"pear"|"4.23"
"South_America"|"heather"|"4.22"
"South_America"|"tartness"|"4.22"
"South_America"|"relatively"|"4.22"
"South_America"|"clove"|"4.22"
"South_America"|"lasts"|"4.22"
"South_America"|"perry"|"4.22"
"Asia_Indonesia"|"table"|"4.2"
"Asia_Indonesia"|"head"|"4.2"
"Africa"|"effervescent"|"4.19"
"Africa"|"think"|"4.19"
"Asia_Indonesia"|"bitterish"|"4.19"
"Africa"|"menthol"|"4.15"
"Africa"|"brandied"|"4.15"
"Africa"|"juniper"|"4.15"
"CentralAmerica_Mexico"|"pine"|"4.15"
"CentralAmerica_Mexico"|"extraordinary"|"4.13"
"CentralAmerica_Mexico"|"displays"|"4.13"
"South_America"|"simplifies"|"4.1"
"South_America"|"assertive"|"4.08"
"Africa"|"kiwi"|"4.07"
"South_America"|"simplify"|"4.05"
"CentralAmerica_Mexico"|"fragrant"|"4.05"
"CentralAmerica_Mexico"|"graceful"|"4.05"
"Asia_Indonesia"|"complicating"|"4.05"
"Africa"|"penetrating"|"4.03"
"CentralAmerica_Mexico"|"far"|"4.03"
"South_America"|"date"|"4.0"
"South_America"|"grow"|"4.0"
"South_America"|"shot"|"4.0"
"South_America"|"dense"|"4.0"
"South_America"|"compatible"|"4.0"
"Asia_Indonesia"|"sweeter"|"4.0"
"CentralAmerica_Mexico"|"dominant"|"3.99"
"Africa"|"grass"|"3.95"
"CentralAmerica_Mexico"|"huge"|"3.94"
"CentralAmerica_Mexico"|"mouth"|"3.94"
"CentralAmerica_Mexico"|"hibiscus"|"3.94"
"CentralAmerica_Mexico"|"beautifully"|"3.94"
"CentralAmerica_Mexico"|"match"|"3.94"
"Africa"|"range"|"3.93"
"Africa"|"develop"|"3.91"
"CentralAmerica_Mexico"|"did"|"3.91"
"CentralAmerica_Mexico"|"clear"|"3.91"
"CentralAmerica_Mexico"|"brightness"|"3.91"
"CentralAmerica_Mexico"|"essential"|"3.91"
"CentralAmerica_Mexico"|"influenced"|"3.88"
"CentralAmerica_Mexico"|"touch"|"3.88"
"Africa"|"despite"|"3.86"
"Africa"|"tangy"|"3.84"
"Africa"|"nose"|"3.84"
"Asia_Indonesia"|"limited"|"3.83"
"South_America"|"complement"|"3.8"
"South_America"|"pepper"|"3.8"
"South_America"|"forward"|"3.79"
"CentralAmerica_Mexico"|"anise"|"3.76"
"CentralAmerica_Mexico"|"bean"|"3.73"
"CentralAmerica_Mexico"|"consistent"|"3.73"
"CentralAmerica_Mexico"|"texture"|"3.73"
"CentralAmerica_Mexico"|"exotically"|"3.73"
"CentralAmerica_Mexico"|"emerged"|"3.73"
"CentralAmerica_Mexico"|"retain"|"3.73"
"CentralAmerica_Mexico"|"infused"|"3.73"
"CentralAmerica_Mexico"|"peaches"|"3.73"
"CentralAmerica_Mexico"|"reemerging"|"3.73"
"CentralAmerica_Mexico"|"raw"|"3.73"
"CentralAmerica_Mexico"|"rum"|"3.73"
"CentralAmerica_Mexico"|"impressed"|"3.73"
"CentralAmerica_Mexico"|"excitement"|"3.73"
"Africa"|"persistence"|"3.69"
"Africa"|"engaging"|"3.67"
"Asia_Indonesia"|"prominent"|"3.66"
"South_America"|"bracing"|"3.62"
"Africa"|"fig"|"3.61"
"Africa"|"finds"|"3.61"
"Africa"|"berryish"|"3.61"
"CentralAmerica_Mexico"|"meadow"|"3.58"
"CentralAmerica_Mexico"|"velvety"|"3.58"
"CentralAmerica_Mexico"|"textured"|"3.54"
"CentralAmerica_Mexico"|"perfect"|"3.54"
"Asia_Indonesia"|"persistent"|"3.52"
"Africa"|"version"|"3.51"
"CentralAmerica_Mexico"|"port"|"3.5"
"CentralAmerica_Mexico"|"association"|"3.5"
"CentralAmerica_Mexico"|"displaying"|"3.5"
"CentralAmerica_Mexico"|"mandarin"|"3.5"
"CentralAmerica_Mexico"|"laced"|"3.5"
"CentralAmerica_Mexico"|"description"|"3.46"
"CentralAmerica_Mexico"|"temperate"|"3.46"
"CentralAmerica_Mexico"|"lighter"|"3.46"
"CentralAmerica_Mexico"|"easy"|"3.46"
"CentralAmerica_Mexico"|"plus"|"3.46"
"CentralAmerica_Mexico"|"similar"|"3.46"
"Africa"|"giddy"|"3.39"
"Africa"|"somewhat"|"3.39"
"Africa"|"violet"|"3.37"
"Africa"|"nectar"|"3.32"
"Africa"|"alive"|"3.32"
"Africa"|"liked"|"3.32"
"Africa"|"qualities"|"3.32"
"Africa"|"considerable"|"3.32"
"South_America"|"attractive"|"3.31"
"South_America"|"influence"|"3.31"
"Africa"|"passion"|"3.29"
"CentralAmerica_Mexico"|"substantial"|"3.21"
"CentralAmerica_Mexico"|"lychee"|"3.21"
"CentralAmerica_Mexico"|"delicacy"|"3.21"
"CentralAmerica_Mexico"|"impact"|"3.21"
"CentralAmerica_Mexico"|"overall"|"3.21"
"CentralAmerica_Mexico"|"herbal"|"3.21"
"CentralAmerica_Mexico"|"lift"|"3.21"
"CentralAmerica_Mexico"|"additional"|"3.21"
"CentralAmerica_Mexico"|"cashew"|"3.21"
"South_America"|"satiny"|"3.18"
"CentralAmerica_Mexico"|"quality"|"3.13"
"Africa"|"remarkably"|"3.09"
"Africa"|"simultaneously"|"3.09"
"Africa"|"rounder"|"3.09"
"Africa"|"lasting"|"3.09"
"Africa"|"supple"|"3.09"
"Africa"|"wet"|"3.09"
"Africa"|"pie"|"3.09"
"Africa"|"luxurious"|"3.09"
"Africa"|"remarkable"|"3.05"
"Africa"|"praise"|"3.05"
"Africa"|"flaw"|"3.05"
"Africa"|"tested"|"3.05"
"Africa"|"admiring"|"3.05"
"Africa"|"revive"|"3.05"
"Africa"|"precious"|"3.05"
"Africa"|"dramatic"|"3.05"
"Africa"|"ice"|"3.05"
"Africa"|"mix"|"3.03"
"Africa"|"peel"|"3.03"
"Africa"|"immense"|"3.03"
"CentralAmerica_Mexico"|"meyer"|"2.99"
"CentralAmerica_Mexico"|"add"|"2.97"
"CentralAmerica_Mexico"|"continue"|"2.97"
"Africa"|"dynamic"|"2.89"
"Africa"|"dramatically"|"2.89"
"Africa"|"active"|"2.89"
"Africa"|"symphonically"|"2.89"
"Africa"|"term"|"2.89"
"Africa"|"especially"|"2.89"
"Africa"|"austere"|"2.89"
"Africa"|"various"|"2.89"
"Africa"|"watermelon"|"2.89"
"Africa"|"perfumy"|"2.89"
"Africa"|"thinnish"|"2.89"
"Africa"|"best"|"2.89"
"Africa"|"reassert"|"2.89"
"Africa"|"explosive"|"2.89"
"Africa"|"forceful"|"2.89"
"Africa"|"mingle"|"2.89"
"Africa"|"described"|"2.89"
"Africa"|"amazingly"|"2.89"
"Africa"|"gardenia"|"2.89"
"CentralAmerica_Mexico"|"outlast"|"2.83"
"CentralAmerica_Mexico"|"main"|"2.8"
"CentralAmerica_Mexico"|"intriguing"|"2.8"
"CentralAmerica_Mexico"|"wisteria"|"2.8"
"Africa"|"smoothes"|"2.71"
"Africa"|"voluptuous"|"2.71"
"Africa"|"intensify"|"2.71"
"Africa"|"broaden"|"2.68"
"Africa"|"softer"|"2.68"
"Africa"|"revealing"|"2.68"
"Africa"|"slow"|"2.68"
"Africa"|"strong"|"2.68"
"Africa"|"specific"|"2.68"
"Africa"|"takes"|"2.68"
"Africa"|"pistachio"|"2.68"
"Africa"|"saffron"|"2.68"
"Africa"|"score"|"2.68"
"CentralAmerica_Mexico"|"hot"|"2.63"
"Africa"|"persuasively"|"2.56"
"Africa"|"vivid"|"2.49"
"Africa"|"drop"|"2.49"
"Africa"|"maple"|"2.49"
"Africa"|"mid"|"2.49"
"Africa"|"finding"|"2.49"
"Africa"|"enjoyed"|"2.49"
"Africa"|"symphonic"|"2.49"
"Africa"|"crisper"|"2.49"
"Africa"|"cherries"|"2.49"
"Africa"|"decisive"|"2.49"
"CentralAmerica_Mexico"|"settle"|"2.48"
"CentralAmerica_Mexico"|"taste"|"2.48"
"Africa"|"flawless"|"2.32"
"Africa"|"riesling"|"2.32"
"Africa"|"wild"|"2.32"
"Africa"|"eucalyptus"|"2.32"
"Africa"|"authoritative"|"2.32"
"Africa"|"higher"|"2.17"
"Africa"|"plump"|"2.03"
